,Year,Location,Area,Rainfall,Temperature,Soil type,Irrigation,yeilds,Humidity,Crops,price,valcrop
171,2008,Madikeri,50975,3654.0,168.0,Black,Drip,2089.0,56.6,Pepper,200000,10
172,2009,Madikeri,206,233.0,169.0,Black,Drip,2810.0,55.5,Pepper,4847,10
173,2010,Madikeri,10922,233.0,170.0,Black,Drip,841.0,58.5,Pepper,51239,10
174,2011,Madikeri,51390,233.0,171.0,Black,Drip,3550.0,59.5,Pepper,216396,10
175,2012,Madikeri,177,234.0,172.0,Alluvial,Basin,109.0,55.0,Pepper,2644,10
176,2013,Madikeri,10723,234.0,173.0,Alluvial,Basin,3368.0,53.0,Pepper,44235,10
177,2014,Madikeri,51709,234.0,174.0,Alluvial,Basin,3671.0,53.5,Pepper,203317,10
178,2015,Madikeri,146,3105.0,175.0,Alluvial,Basin,2404.0,52.5,Pepper,2134,10
179,2016,Madikeri,10910,3105.0,176.0,Alluvial,Basin,2805.0,56.0,Pepper,45186,10
180,2017,Madikeri,51355,3105.0,177.0,Alluvial,Basin,2331.0,57.0,Pepper,238542,10
181,2018,Madikeri,160,236.0,178.0,Alluvial,Basin,2088.0,57.5,Pepper,1516,10
182,2004,Madikeri,10912,236.0,179.0,Alluvial,Basin,2628.0,57.0,Arecanut,200000,0
183,2005,Madikeri,51353,2903.1,180.0,Alluvial,Basin,1939.0,55.0,Arecanut,4847,0
184,2006,Madikeri,142,2903.1,181.0,Alluvial,Basin,1871.0,56.0,Arecanut,51239,0
185,2007,Madikeri,10505,2903.1,182.0,Alluvial,Basin,1868.0,54.0,Arecanut,216396,0
186,2008,Madikeri,51040,2996.6,183.0,Alluvial,Basin,127919.0,58.0,Arecanut,2644,0
187,2009,Madikeri,154,2996.6,184.0,Alluvial,Basin,75340.0,58.0,Arecanut,44235,0
188,2010,Madikeri,10318,2996.6,185.0,Alluvial,Basin,29170.0,59.0,Arecanut,203317,0
189,2011,Madikeri,48083,3522.8,186.0,Alluvial,Basin,1901.0,50.0,Arecanut,2134,0
190,2012,Madikeri,143,3522.8,187.0,Alluvial,Basin,972.0,54.0,Arecanut,45186,0
191,2013,Madikeri,9283,3522.8,188.0,Alluvial,Basin,874.0,53.0,Arecanut,238542,0
192,2014,Madikeri,47200,2903.1,189.0,Alluvial,Basin,592.0,52.0,Arecanut,1516,0
193,2015,Madikeri,158,2903.1,190.0,Alluvial,Basin,864.0,51.0,Arecanut,57259,0
194,2016,Madikeri,8982,2903.1,191.0,Alluvial,Basin,5373.0,57.0,Arecanut,234779,0
195,2017,Hassan,46990,2996.6,192.0,Alluvial,Basin,6589.0,57.0,Arecanut,1493,0
196,2018,Hassan,103,2996.6,193.0,Alluvial,Basin,5107.0,60.0,Arecanut,64409,0
197,2004,Hassan,8239,2996.6,194.0,Alluvial,Basin,5518.0,57.0,Ginger,249978,7
198,2005,Hassan,44563,3522.8,195.0,Alluvial,Basin,4912.0,57.0,Ginger,637,7
199,2006,Hassan,96,3522.8,196.0,Alluvial,Basin,3830.0,54.0,Ginger,43311,7
200,2007,Hassan,6949,3522.8,197.0,Sandy loam ,Basin,4.0,54.5,Ginger,24848,7
201,2008,Hassan,44663,3729.8,198.0,Sandy loam ,Basin,9.0,56.6,Ginger,761,7
202,2009,Hassan,110,3729.8,199.0,Sandy loam ,Basin,12.0,55.5,Ginger,45608,7
203,2010,Hassan,6824,3729.8,200.0,Sandy loam ,Basin,2089.0,58.5,Ginger,234581,7
204,2011,Hassan,43013,2746.2,201.0,Sandy loam ,Basin,2810.0,59.5,Ginger,646,7
205,2012,Hassan,95,2746.2,202.0,Sandy loam ,Basin,841.0,55.0,Ginger,43562,7
206,2013,Hassan,6441,2746.2,203.0,Sandy loam ,Basin,3550.0,53.0,Ginger,200000,7
207,2014,Hassan,4012,3360.0,204.0,Sandy loam ,Basin,109.0,53.5,Ginger,4847,7
208,2015,Hassan,4877,3360.0,205.0,Sandy loam ,Basin,3368.0,52.5,Ginger,51239,7
209,2016,Hassan,4930,3360.0,206.0,Sandy loam ,Basin,3671.0,56.0,Ginger,216396,7
210,2017,Hassan,4954,3605.4,207.0,Sandy loam ,Basin,2404.0,57.0,Ginger,2644,7
211,2018,Hassan,5019,3605.4,208.0,Sandy loam ,Basin,2805.0,57.5,Ginger,44235,7
212,2004,Hassan,5127,3605.4,209.0,Sandy loam ,Basin,2331.0,57.0,Tea,203317,11
213,2005,Hassan,5174,3512.4,210.0,Sandy loam ,Basin,2088.0,55.0,Tea,2134,11
214,2006,Hassan,5294,3512.4,211.0,Sandy loam ,Basin,2628.0,56.0,Tea,45186,11
215,2007,Hassan,5474,3512.4,212.0,Sandy loam ,Basin,1939.0,54.0,Tea,238542,11
216,2008,Hassan,5864,3296.0,213.0,Sandy loam ,Basin,1871.0,58.0,Tea,1516,11
217,2009,Hassan,7028,3296.0,214.0,Sandy loam ,Basin,1868.0,58.0,Tea,57259,11
218,2010,Hassan,7403,3296.0,215.0,Sandy loam ,Spray,127919.0,59.0,Tea,234779,11
219,2011,Hassan,7501,3550.0,216.0,Sandy loam ,Spray,75340.0,50.0,Tea,1493,11
220,2012,Hassan,7714,3550.0,217.0,Sandy loam ,Spray,29170.0,54.0,Tea,64409,11
221,2013,Hassan,7856,3550.0,218.0,Sandy loam ,Spray,1901.0,53.0,Tea,249978,11
222,2014,Hassan,32,3654.0,219.0,Sandy loam ,Spray,972.0,52.0,Tea,637,11
223,2015,Hassan,1,3654.0,220.0,Sandy loam ,Spray,874.0,51.0,Tea,43311,11
224,2016,Hassan,30,3654.0,221.0,Sandy loam ,Spray,592.0,57.0,Tea,24848,11
225,2017,Hassan,6,233.0,222.0,Red laterite,Spray,864.0,57.0,Tea,761,11
226,2018,Hassan,15,233.0,27.0,Red laterite,Spray,5373.0,60.0,Tea,45608,11
227,2004,Hassan,4,233.0,27.0,Red laterite,Spray,6589.0,57.0,Paddy,234581,9
228,2005,Hassan,39,234.0,27.0,Red laterite,Spray,5107.0,57.0,Paddy,646,9
229,2006,Hassan,6,234.0,27.0,Red laterite,Spray,5518.0,54.0,Paddy,43562,9
230,2007,Hassan,12,234.0,27.0,Red laterite,Spray,4912.0,54.5,Paddy,200000,9
231,2008,Hassan,3,3105.0,27.2,Red laterite,Spray,3830.0,56.6,Paddy,4847,9
232,2009,Hassan,17,3105.0,27.2,Red laterite,Spray,313547.0,55.5,Paddy,51239,9
233,2010,Hassan,3,3105.0,27.2,Red laterite,Spray,2783.0,58.5,Paddy,216396,9
234,2011,Hassan,9,236.0,27.0,Red laterite,Spray,1533.0,59.5,Paddy,2644,9
235,2012,Hassan,21,236.0,27.0,Red laterite,Spray,1647.0,55.0,Paddy,44235,9
236,2013,Hassan,11,2903.1,27.0,Red laterite,Spray,975.0,53.0,Paddy,203317,9
237,2014,Hassan,4,2903.1,27.0,Red laterite,Spray,2.0,53.5,Paddy,2134,9
238,2015,Hassan,15,2903.1,27.0,Red laterite,Spray,836.0,52.5,Paddy,45186,9
239,2016,Hassan,8,2996.6,27.0,Red laterite,Spray,806.0,56.0,Paddy,238542,9
240,2017,Hassan,29,2996.6,27.2,Red laterite,Spray,880.0,57.0,Paddy,1516,9
241,2018,Hassan,1,2996.6,27.2,Red laterite,Spray,770.0,57.5,Paddy,200000,9
242,2004,Hassan,13736,3522.8,27.2,Red laterite,Spray,395.0,57.0,Groundnut,4847,8
243,2005,Hassan,14003,3522.8,27.1,Red laterite,Spray,187.0,55.0,Groundnut,51239,8
244,2006,Hassan,14179,3522.8,27.1,Red laterite,Spray,187.0,56.0,Groundnut,216396,8
245,2007,Hassan,14319,2903.1,27.1,Red laterite,Spray,121.0,54.0,Groundnut,2644,8
246,2008,Hassan,14464,2903.1,26.8,Red laterite,Spray,103.0,58.0,Groundnut,44235,8
247,2009,Hassan,14876,2903.1,26.8,Red laterite,Spray,71.0,58.0,Groundnut,203317,8
248,2010,Hassan,14976,2996.6,26.8,Red laterite,Spray,3961.0,59.0,Groundnut,2134,8
249,2011,Hassan,15009,2996.6,37.0,Red laterite,Spray,4247.0,50.0,Groundnut,45186,8
250,2012,Hassan,15114,2996.6,37.0,Black cotton,Spray,3290.0,54.0,Groundnut,238542,8
251,2013,Hassan,16224,3522.8,37.0,Black cotton,Spray,3138.0,53.0,Groundnut,1516,8
252,2014,Hassan,17095,3522.8,38.0,Black cotton,Spray,3423.0,52.0,Groundnut,57259,8
253,2015,Hassan,17512,3522.8,38.0,Black cotton,Spray,3899.0,51.0,Groundnut,234779,8
254,2016,Hassan,17587,3729.8,38.0,Black cotton,Spray,4015.0,57.0,Groundnut,1493,8
255,2017,Hassan,17771,3729.8,39.0,Black cotton,Spray,4279.0,57.0,Groundnut,64409,8
256,2018,Hassan,17825,3729.8,39.0,Black cotton,Spray,4167.0,60.0,Groundnut,249978,8
257,2004,Hassan,3147,2746.2,39.0,Black cotton,Spray,4479.0,57.0,Blackgram,637,1
258,2005,Hassan,2578,2746.2,40.0,Black cotton,Spray,3699.0,57.0,Blackgram,43311,1
259,2006,Hassan,1591,2746.2,40.0,Black cotton,Spray,4904.0,54.0,Blackgram,24848,1
260,2007,Hassan,1298,3360.0,40.0,Black cotton,Spray,2821.0,54.5,Blackgram,761,1
261,2008,Hassan,4,3360.0,41.0,Black cotton,Spray,3472.0,56.6,Blackgram,45608,1
262,2009,Hassan,1122,3360.0,41.0,Black cotton,Drip,3647.0,55.5,Blackgram,234581,1
263,2010,Hassan,917,3605.4,41.0,Black cotton,Drip,393.0,58.5,Blackgram,646,1
264,2011,Hassan,819,3605.4,42.0,Black cotton,Drip,167.0,59.5,Blackgram,43562,1
265,2012,Hassan,619,3605.4,42.0,Black cotton,Drip,71.0,55.0,Blackgram,200000,1
266,2013,Hassan,391,3512.4,42.0,Black cotton,Drip,52.0,53.0,Blackgram,4847,1
267,2014,Hassan,211,3512.4,43.0,Black cotton,Drip,313547.0,53.5,Blackgram,51239,1
268,2015,Hassan,153,3512.4,43.0,Black cotton,Drip,2783.0,52.5,Blackgram,216396,1
269,2016,Hassan,111,3296.0,27.0,Black cotton,Drip,1533.0,56.0,Blackgram,2644,1
270,2017,Hassan,76,3296.0,27.0,Black cotton,Drip,1647.0,59.5,Blackgram,44235,1
271,2018,Hassan,53,3296.0,27.0,Black cotton,Drip,975.0,55.0,Blackgram,203317,1
272,2004,Hassan,2688,3550.0,27.0,Black cotton,Drip,2.0,53.0,Cashew,2134,3
273,2005,Hassan,2311,3550.0,27.0,Black cotton,Drip,836.0,53.5,Cashew,45186,3
274,2006,Hassan,2188,3550.0,27.0,Black cotton,Drip,806.0,52.5,Cashew,238542,3
275,2007,Hassan,1998,3654.0,27.2,Sandy,Drip,880.0,56.0,Cashew,1516,3
276,2008,Hassan,2006,3654.0,27.2,Sandy,Drip,770.0,57.0,Cashew,57259,3
